surah;ayat;kata;huruf;cum_kata;cum_huruf
17;52;9;40;717;2813
17;53;16;59;733;2872
17;54;14;49;747;2921
17;55;16;61;763;2982
17;56;13;46;776;3028
17;57;18;76;794;3104
17;58;19;67;813;3171
17;59;21;87;834;3258
17;60;25;100;859;3358
17;61;13;56;872;3414
17;62;15;56;887;3470
17;63;10;40;897;3510
17;64;20;85;917;3595
17;65;9;31;926;3626
17;66;14;46;940;3672
17;67;18;67;958;3739
17;68;15;52;973;3791
17;69;22;77;995;3868
17;70;18;74;1013;3942
17;71;15;65;1028;4007
17;72;11;37;1039;4044
17;73;13;53;1052;4097
17;74;9;34;1061;4131
17;75;12;43;1073;4174
17;76;13;55;1086;4229
17;77;11;41;1097;4270
17;78;14;55;1111;4325
17;79;12;42;1123;4367
17;80;14;51;1137;4418
17;81;9;33;1146;4451
17;82;13;52;1159;4503
17;83;12;50;1171;4553
17;84;11;38;1182;4591
17;85;14;47;1196;4638
17;86;13;44;1209;4682
17;87;9;28;1218;4710
17;88;19;71;1237;4781
17;89;14;52;1251;4833
17;90;10;35;1261;4868
17;91;11;42;1272;4910
17;92;12;47;1284;4957
17;93;26;85;1310;5042
17;94;15;54;1325;5096
17;95;14;54;1339;5150
17;96;11;40;1350;5190
17;97;27;104;1377;5294
17;98;15;70;1392;5364
17;99;25;81;1417;5445
17;100;14;59;1431;5504
17;101;19;71;1450;5575
17;102;16;63;1466;5638
17;103;9;37;1475;5675
17;104;15;55;1490;5730
17;105;9;43;1499;5773
17;106;9;44;1508;5817
17;107;18;65;1526;5882
17;108;8;34;1534;5916
17;109;6;26;1540;5942
17;110;23;81;1563;6023
17;111;21;60;1584;6083
18;1;15;53;15;53
18;2;15;59;30;112
18;3;3;11;33;123
18;4;6;22;39;145
18;5;17;57;56;202
18;6;11;45;67;247
18;7;11;41;78;288
18;8;6;25;84;313
18;9;10;39;94;352
18;10;16;58;110;410
18;11;7;28;117;438
18;12;9;36;126;474
18;13;11;46;137;520
18;14;20;77;157;597
18;15;18;71;175;668
18;16;19;72;194;740
18;17;37;114;231;854
18;18;22;98;253;952
18;19;39;162;292;1114
18;20;13;50;305;1164
18;21;33;128;338;1292
18;22;33;141;371;1433
18;23;8;24;379;1457
18;24;17;52;396;1509
18;25;8;34;404;1543
18;26;24;73;428;1616
18;27;15;51;443;1667
18;28;30;112;473;1779
18;29;28;117;501;1896
18;30;12;45;513;1941
18;31;28;114;541;2055
18;32;15;66;556;2121
18;33;11;48;567;2169
18;34;13;49;580;2218
18;35;12;41;592;2259
18;36;12;47;604;2306
18;37;16;54;620;2360
18;38;8;26;628;2386
18;39;19;61;647;2447
18;40;15;54;662;2501
18;41;8;28;670;2529
18;42;19;68;689;2597
18;43;11;37;700;2634
18;44;9;32;709;2666
18;45;23;89;732;2755
18;46;13;55;745;2810
18;47;11;48;756;2858
18;48;16;63;772;2921
18;49;27;110;799;3031
18;50;26;105;825;3136
18;51;15;54;840;3190
18;52;13;57;853;3247
18;53;10;48;863;3295
18;54;14;52;877;3347
18;55;19;73;896;3420
18;56;18;80;914;3500
18;57;30;113;944;3613
18;58;19;70;963;3683
18;59;8;42;971;3725
18;60;13;46;984;3771
18;61;11;43;995;3814
18;62;12;50;1007;3864
18;63;20;72;1027;3936
18;64;10;34;1037;3970
18;65;12;51;1049;4021
18;66;11;37;1060;4058
18;67;6;19;1066;4077
18;68;8;23;1074;4100
18;69;10;33;1084;4133
18;70;12;39;1096;4172
18;71;15;60;1111;4232
18;72;8;25;1119;4257
18;73;10;34;1129;4291
18;74;16;59;1145;4350
18;75;10;27;1155;4377
18;76;13;43;1168;4420
18;77;24;91;1192;4511
18;78;12;44;1204;4555
18;79;17;67;1221;4622
18;80;10;46;1231;4668
18;81;9;38;1240;4706
18;82;36;135;1276;4841
18;83;9;34;1285;4875
18;84;10;31;1295;4906
18;85;2;9;1297;4915
18;86;24;84;1321;4999
18;87;13;44;1334;5043
18;88;13;49;1347;5092
18;89;3;10;1350;5102
18;90;15;52;1365;5154
18;91;7;22;1372;5176
18;92;3;10;1375;5186
18;93;13;46;1388;5232
18;94;19;70;1407;5302
18;95;12;41;1419;5343
18;96;19;70;1438;5413
18;97;8;32;1446;5445
18;98;15;47;1461;5492
18;99;12;43;1473;5535
18;100;5;25;1478;5560
18;101;11;40;1489;5600
18;102;14;58;1503;5658
18;103;5;23;1508;5681
18;104;11;39;1519;5720
18;105;14;61;1533;5781
18;106;10;39;1543;5820
18;107;10;45;1553;5865
18;108;6;22;1559;5887
18;109;18;64;1577;5951
18;110;25;89;1602;6040
19;1;5;20;5;20
19;2;5;18;10;38
19;3;5;16;15;54
19;4;14;45;29;99
19;5;14;43;43;142
19;6;8;25;51;167
19;7;12;39;63;206
19;8;14;46;77;252
19;9;15;40;92;292
19;10;13;40;105;332
19;11;11;43;116;375
19;12;7;28;123;403
19;13;6;24;129;427
19;14;7;22;136;449
19;15;9;27;145;476
19;16;10;36;155;512
19;17;11;48;166;560
19;18;8;28;174;588
19;19;9;31;183;619
19;20;11;33;194;652
19;21;16;54;210;706
19;22;6;22;216;728
19;23;13;51;229;779
19;24;10;36;239;815
19;25;8;30;247;845
19;26;18;65;265;910
19;27;10;37;275;947
19;28;11;37;286;984
19;29;10;33;296;1017
19;30;8;29;304;1046
19;31;11;43;315;1089
19;32;7;24;322;1113
19;33;9;30;331;1143
19;34;10;26;341;1169
19;35;16;50;357;1219
19;36;9;31;366;1250
19;37;11;40;377;1290
19;38;11;42;388;1332
19;39;12;40;400;1372
19;40;8;30;408;1402
19;41;9;28;417;1430
19;42;15;43;432;1473
19;43;14;41;446;1514
19;44;9;35;455;1549
19;45;11;41;466;1590
19;46;13;48;479;1638
19;47;10;31;489;1669
19;48;14;52;503;1721
19;49;14;55;517;1776
19;50;9;36;526;1812
19;51;10;37;536;1849
19;52;7;31;543;1880
19;53;7;28;550;1908
19;54;11;42;561;1950
19;55;9;37;570;1987
19;56;8;27;578;2014
19;57;3;15;581;2029
19;58;32;114;613;2143
19;59;13;46;626;2189
19;60;12;49;638;2238
19;61;11;41;649;2279
19;62;11;42;660;2321
19;63;9;29;669;2350
19;64;19;56;688;2406
19;65;13;49;701;2455
19;66;8;28;709;2483
19;67;10;34;719;2517
19;68;8;39;727;2556
19;69;10;33;737;2589
19;70;8;26;745;2615
19;71;9;33;754;2648
19;72;8;28;762;2676
19;73;16;64;778;2740
19;74;9;34;787;2774
19;75;25;91;812;2865
19;76;13;51;825;2916
19;77;8;35;833;2951
19;78;7;25;840;2976
19;79;9;29;849;3005
19;80;5;19;854;3024
19;81;8;31;862;3055
19;82;6;30;868;3085
19;83;9;36;877;3121
19;84;7;24;884;3145
19;85;6;24;890;3169
19;86;5;22;895;3191
19;87;9;34;904;3225
19;88;4;19;908;3244
19;89;4;13;912;3257
19;90;10;39;922;3296
19;91;4;17;926;3313
19;92;6;22;932;3335
19;93;11;34;943;3369
19;94;4;17;947;3386
19;95;5;20;952;3406
19;96;9;40;961;3446
19;97;10;42;971;3488
19;98;14;46;985;3534
20;1;5;18;5;18
20;2;5;22;10;40
20;3;4;14;14;54
20;4;7;26;21;80
20;5;4;17;25;97
20;6;13;37;38;134
20;7;7;27;45;161
20;8;8;27;53;188
20;9;4;14;57;202
20;10;18;65;75;267
20;11;4;17;79;284
20;12;9;32;88;316
20;13;5;20;93;336
20;14;11;39;104;375
20;15;10;37;114;412
20;16;10;34;124;446
20;17;4;15;128;461
20;18;13;44;141;505
20;19;3;13;144;518
20;20;5;18;149;536
20;21;7;29;156;565
20;22;11;36;167;601
20;23;4;17;171;618
20;24;5;17;176;635
20;25;5;12;181;647
20;26;3;7;184;654
20;27;4;14;188;668
20;28;2;8;190;676
20;29;5;14;195;690
20;30;2;7;197;697
20;31;3;8;200;705
20;32;3;10;203;715
20;33;3;10;206;725
20;34;2;10;208;735
20;35;4;13;212;748
20;36;5;18;217;766
20;37;5;18;222;784
20;38;6;18;228;802
20;39;22;73;250;875
20;40;34;120;284;995
20;41;2;11;286;1006
20;42;8;26;294;1032
20;43;5;18;299;1050
20;44;8;27;307;1077
20;45;10;32;317;1109
20;46;7;26;324;1135
20;47;22;80;346;1215
20;48;10;32;356;1247
20;49;4;16;360;1263
20;50;9;26;369;1289
20;51;5;19;374;1308
20;52;11;30;385;1338
20;53;20;68;405;1406
20;54;10;35;415;1441
20;55;9;39;424;1480
20;56;6;27;430;1507
20;57;7;33;437;1540
20;58;14;56;451;1596
20;59;8;28;459;1624
20;60;6;22;465;1646
20;61;15;55;480;1701
20;62;5;28;485;1729
20;63;15;60;500;1789
20;64;10;37;510;1826
20;65;11;37;521;1863
20;66;12;45;533;1908
20;67;5;17;538;1925
20;68;6;20;544;1945
20;69;16;52;560;1997
20;70;8;36;568;2033
20;71;26;108;594;2141
20;72;19;67;613;2208
20;73;14;56;627;2264
20;74;13;37;640;2301
20;75;10;43;650;2344
20;76;13;45;663;2389
20;77;18;62;681;2451
20;78;8;33;689;2484
20;79;5;19;694;2503
20;80;16;63;710;2566
20;81;17;57;727;2623
20;82;9;34;736;2657
20;83;6;19;742;2676
20;84;9;31;751;2707
20;85;9;34;760;2741
20;86;26;98;786;2839
20;87;16;72;802;2911
20;88;12;50;814;2961
20;89;12;40;826;3001
20;90;16;63;842;3064
20;91;9;33;851;3097
20;92;7;26;858;3123
20;93;4;16;862;3139
20;94;19;58;881;3197
20;95;4;15;885;3212
20;96;17;58;902;3270
20;97;28;94;930;3364
20;98;12;37;942;3401
20;99;14;43;956;3444
20;100;8;27;964;3471
20;101;7;25;971;3496
20;102;8;29;979;3525
20;103;6;25;985;3550
20;104;12;43;997;3593
20;105;7;28;1004;3621
20;106;3;14;1007;3635
20;107;6;19;1013;3654
20;108;13;52;1026;3706
20;109;12;41;1038;3747
20;110;10;32;1048;3779
20;111;10;31;1058;3810
20;112;11;39;1069;3849
20;113;15;57;1084;3906
20;114;17;58;1101;3964
20;115;11;36;1112;4000
20;116;9;41;1121;4041
20;117;12;48;1133;4089
20;118;7;21;1140;4110
20;119;6;21;1146;4131
20;120;13;47;1159;4178
20;121;17;63;1176;4241
20;122;6;21;1182;4262
20;123;18;61;1200;4323
20;124;12;42;1212;4365
20;125;8;26;1220;4391
20;126;10;35;1230;4426
20;127;13;48;1243;4474
20;128;18;60;1261;4534
20;129;9;35;1270;4569
20;130;20;79;1290;4648
20;131;19;66;1309;4714
20;132;12;55;1321;4769
20;133;13;47;1334;4816
20;134;19;78;1353;4894
20;135;12;45;1365;4939
21;1;11;45;11;45
21;2;11;38;22;83
21;3;15;68;37;151
21;4;10;34;47;185
21;5;14;55;61;240
21;6;8;34;69;274
21;7;14;55;83;329
21;8;9;39;92;368
21;9;8;41;100;409
21;10;8;35;108;444
21;11;10;43;118;487
21;12;7;28;125;515
21;13;10;46;135;561
21;14;5;21;140;582
21;15;8;35;148;617
21;16;7;31;155;648
21;17;11;40;166;688
21;18;13;48;179;736
21;19;14;51;193;787
21;20;5;20;198;807
21;21;7;25;205;832
21;22;13;48;218;880
21;23;6;19;224;899
21;24;22;79;246;978
21;25;15;51;261;1029
21;26;8;37;269;1066
21;27;6;26;275;1092
21;28;15;52;290;1144
21;29;16;46;306;1190
21;30;19;70;325;1260
21;31;14;50;339;1310
21;32;8;38;347;1348
21;33;11;37;358;1385
21;34;10;38;368;1423
21;35;10;44;378;1467
21;36;17;69;395;1536
21;37;8;35;403;1571
21;38;7;28;410;1599
21;39;16;54;426;1653
21;40;10;41;436;1694
21;41;13;52;449;1746
21;42;13;45;462;1791
21;43;14;53;476;1844
21;44;18;78;494;1922
21;45;11;40;505;1962
21;46;11;43;516;2005
21;47;21;73;537;2078
21;48;8;40;545;2118
21;49;8;31;553;2149
21;50;7;34;560;2183
21;51;11;34;571;2217
21;52;11;41;582;2258
21;53;5;25;587;2283
21;54;8;30;595;2313
21;55;7;28;602;2341
21;56;15;48;617;2389
21;57;7;32;624;2421
21;58;9;33;633;2454
21;59;8;34;641;2488
21;60;8;28;649;2516
21;61;8;32;657;2548
21;62;7;31;664;2579
21;63;9;37;673;2616
21;64;7;36;680;2652
21;65;9;36;689;2688
21;66;11;38;700;2726
21;67;9;33;709;2759
21;68;7;34;716;2793
21;69;8;29;724;2822
21;70;5;26;729;2848
21;71;8;36;737;2884
21;72;8;37;745;2921
21;73;16;73;761;2994
21;74;16;68;777;3062
21;75;6;26;783;3088
21;76;12;46;795;3134
21;77;12;57;807;3191
21;78;14;53;821;3244
21;79;14;65;835;3309
21;80;10;45;845;3354
21;81;14;55;859;3409
21;82;13;45;872;3454
21;83;12;34;884;3488
21;84;16;67;900;3555
21;85;7;29;907;3584
21;86;6;28;913;3612
21;87;23;77;936;3689
21;88;9;34;945;3723
21;89;12;37;957;3760
21;90;20;82;977;3842
21;91;11;52;988;3894
21;92;9;32;997;3926
21;93;7;27;1004;3953
21;94;12;46;1016;3999
21;95;8;29;1024;4028
21;96;10;35;1034;4063
21;97;19;66;1053;4129
21;98;12;40;1065;4169
21;99;9;36;1074;4205
21;100;7;22;1081;4227
21;101;9;36;1090;4263
21;102;9;34;1099;4297
21;103;11;51;1110;4348
21;104;16;58;1126;4406
21;105;12;45;1138;4451
21;106;6;22;1144;4473
21;107;5;24;1149;4497
21;108;12;41;1161;4538
21;109;13;48;1174;4586
21;110;8;28;1182;4614
21;111;8;27;1190;4641
21;112;10;40;1200;4681
22;1;13;49;13;49
22;2;22;83;35;132
22;3;12;36;47;168
22;4;11;38;58;206
22;5;69;241;127;447
22;6;14;38;141;485
22;7;12;36;153;521
22;8;13;39;166;560
22;9;15;47;181;607
22;10;10;31;191;638
22;11;26;90;217;728
22;12;15;42;232;770
22;13;10;38;242;808
22;14;17;62;259;870
22;15;22;71;281;941
22;16;10;32;291;973
22;17;22;84;313;1057
22;18;39;121;352;1178
22;19;18;62;370;1240
22;20;6;20;376;1260
22;21;4;14;380;1274
22;22;12;47;392;1321
22;23;22;88;414;1409
22;24;10;32;424;1441
22;25;25;93;449;1534
22;26;17;63;466;1597
22;27;14;44;480;1641
22;28;20;83;500;1724
22;29;8;39;508;1763
22;30;25;89;533;1852
22;31;21;69;554;1921
22;32;10;33;564;1954
22;33;11;38;575;1992
22;34;21;83;596;2075
22;35;15;66;611;2141
22;36;28;118;639;2259
22;37;21;83;660;2342
22;38;15;38;675;2380
22;39;10;41;685;2421
22;40;37;126;722;2547
22;41;17;77;739;2624
22;42;9;35;748;2659
22;43;5;16;753;2675
22;44;11;46;764;2721
22;45;14;55;778;2776
22;46;23;87;801;2863
22;47;14;55;815;2918
22;48;11;38;826;2956
22;49;8;26;834;2982
22;50;8;38;842;3020
22;51;8;36;850;3056
22;52;27;90;877;3146
22;53;16;61;893;3207
22;54;22;79;915;3286
22;55;16;53;931;3339
22;56;12;50;943;3389
22;57;8;39;951;3428
22;58;19;65;970;3493
22;59;7;30;977;3523
22;60;18;51;995;3574
22;61;16;44;1011;3618
22;62;18;51;1029;3669
22;63;15;49;1044;3718
22;64;13;35;1057;3753
22;65;27;88;1084;3841
22;66;10;34;1094;3875
22;67;17;62;1111;3937
22;68;7;28;1118;3965
22;69;9;33;1127;3998
22;70;20;51;1147;4049
22;71;18;57;1165;4106
22;72;30;118;1195;4224
22;73;28;107;1223;4331
22;74;9;27;1232;4358
22;75;11;37;1243;4395
22;76;10;35;1253;4430
22;77;12;54;1265;4484
22;78;45;175;1310;4659
23;1;7;29;7;29
23;2;5;18;12;47
23;3;5;18;17;65
23;4;4;18;21;83
23;5;4;19;25;102
23;6;11;38;36;140
23;7;8;29;44;169
23;8;6;25;50;194
23;9;6;21;56;215
23;10;4;14;60;229
23;11;6;24;66;253
23;12;7;26;73;279
23;13;6;20;79;299
23;14;21;98;100;397
23;15;6;17;106;414
23;16;5;19;111;433
23;17;10;39;121;472
23;18;13;53;134;525
23;19;14;52;148;577
23;20;9;38;157;615
23;21;15;60;172;675
23;22;4;19;176;694
23;23;16;60;192;754
23;24;26;97;218;851
23;25;10;29;228;880
23;26;5;17;233;897
23;27;32;120;265;1017
23;28;15;53;280;1070
23;29;8;33;288;1103
23;30;8;23;296;1126
23;31;6;24;302;1150
23;32;14;52;316;1202
23;33;25;102;341;1304
23;34;7;32;348;1336
23;35;9;41;357;1377
23;36;5;17;362;1394
23;37;10;36;372;1430
23;38;12;38;384;1468
23;39;5;17;389;1485
23;40;5;19;394;1504
23;41;8;43;402;1547
23;42;6;25;408;1572
23;43;7;26;415;1598
23;44;19;83;434;1681
23;45;8;38;442;1719
23;46;7;35;449;1754
23;47;7;37;456;1791
23;48;4;22;460;1813
23;49;6;28;466;1841
23;50;11;45;477;1886
23;51;11;44;488;1930
23;52;9;32;497;1962
23;53;9;37;506;1999
23;54;5;17;511;2016
23;55;7;26;518;2042
23;56;8;22;526;2064
23;57;7;22;533;2086
23;58;5;20;538;2106
23;59;5;18;543;2124
23;60;11;42;554;2166
23;61;8;29;562;2195
23;62;12;45;574;2240
23;63;15;47;589;2287
23;64;8;33;597;2320
23;65;7;26;604;2346
23;66;9;39;613;2385
23;67;4;20;617;2405
23;68;10;38;627;2443
23;69;7;26;634;2469
23;70;10;40;644;2509
23;71;17;68;661;2577
23;72;10;32;671;2609
23;73;6;22;677;2631
23;74;9;33;686;2664
23;75;12;42;698;2706
23;76;8;41;706;2747
23;77;12;41;718;2788
23;78;10;42;728;2830
23;79;7;25;735;2855
23;80;10;35;745;2890
23;81;6;21;751;2911
23;82;8;40;759;2951
23;83;12;47;771;2998
23;84;8;27;779;3025
23;85;5;21;784;3046
23;86;9;27;793;3073
23;87;5;20;798;3093
23;88;14;42;812;3135
23;89;5;21;817;3156
23;90;5;24;822;3180
23;91;24;78;846;3258
23;92;6;28;852;3286
23;93;6;17;858;3303
23;94;6;21;864;3324
23;95;7;26;871;3350
23;96;9;29;880;3379
23;97;8;22;888;3401
23;98;5;16;893;3417
23;99;8;28;901;3445
23;100;16;61;917;3506
23;101;10;38;927;3544
23;102;7;28;934;3572
23;103;11;43;945;3615
23;104;6;26;951;3641
23;105;8;32;959;3673
23;106;8;35;967;3708
23;107;7;31;974;3739
23;108;5;20;979;3759
23;109;15;53;994;3812
23;110;8;40;1002;3852
23;111;8;31;1010;3883
23;112;7;21;1017;3904
23;113;8;29;1025;3933
23;114;9;33;1034;3966
23;115;8;39;1042;4005
23;116;11;37;1053;4042
23;117;18;61;1071;4103
23;118;8;23;1079;4126
24;1;13;65;13;65
24;2;27;107;40;172
24;3;19;64;59;236
24;4;19;87;78;323
24;5;12;39;90;362
24;6;19;72;109;434
24;7;9;32;118;466
24;8;12;45;130;511
24;9;9;32;139;543
24;10;9;34;148;577
24;11;28;91;176;668
24;12;12;56;188;724
24;13;14;60;202;784
24;14;15;55;217;839
24;15;16;66;233;905
24;16;14;56;247;961
24;17;9;35;256;996
24;18;7;24;263;1020
24;19;20;72;283;1092
24;20;9;34;292;1126
24;21;37;129;329;1255
24;22;26;103;355;1358
24;23;13;58;368;1416
24;24;9;42;377;1458
24;25;11;38;388;1496
24;26;16;84;404;1580
24;27;19;78;423;1658
24;28;22;80;445;1738
24;29;17;63;462;1801
24;30;16;60;478;1861
24;31;82;315;560;2176
24;32;18;73;578;2249
24;33;49;192;627;2441
24;34;13;56;640;2497
24;35;50;176;690;2673
24;36;14;46;704;2719
24;37;19;76;723;2795
24;38;14;49;737;2844
24;39;22;89;759;2933
24;40;33;100;792;3033
24;41;22;71;814;3104
24;42;8;29;822;3133
24;43;38;121;860;3254
24;44;11;35;871;3289
24;45;31;92;902;3381
24;46;12;40;914;3421
24;47;16;65;930;3486
24;48;11;44;941;3530
24;49;7;23;948;3553
24;50;16;60;964;3613
24;51;18;77;982;3690
24;52;10;40;992;3730
24;53;18;71;1010;3801
24;54;23;91;1033;3892
24;55;39;153;1072;4045
24;56;8;44;1080;4089
24;57;11;45;1091;4134
24;58;53;188;1144;4322
24;59;20;75;1164;4397
24;60;24;85;1188;4482
24;61;80;287;1268;4769
24;62;39;164;1307;4933
24;63;27;105;1334;5038
24;64;23;73;1357;5111
25;1;13;54;13;54
25;2;20;61;33;115
25;3;22;86;55;201
25;4;16;63;71;264
25;5;9;40;80;304
25;6;13;42;93;346
25;7;16;61;109;407
25;8;17;61;126;468
25;9;9;36;135;504
25;10;18;56;153;560
25;11;8;36;161;596
25;12;9;34;170;630
25;13;9;40;179;670
25;14;9;33;188;703
25;15;14;44;202;747
25;16;10;37;212;784
25;17;16;61;228;845
25;18;21;85;249;930
25;19;15;62;264;992
25;20;20;88;284;1080
25;21;20;76;304;1156
25;22;10;45;314;1201
25;23;9;38;323;1239
25;24;7;30;330;1269
25;25;7;34;337;1303
25;26;9;38;346;1341
25;27;11;37;357;1378
25;28;6;23;363;1401
25;29;11;43;374;1444
25;30;9;38;383;1482
25;31;12;44;395;1526
25;32;17;64;412;1590
25;33;8;34;420;1624
25;34;11;45;431;1669
25;35;9;40;440;1709
25;36;9;44;449;1753
25;37;13;66;462;1819
25;38;9;35;471;1854
25;39;7;31;478;1885
25;40;16;61;494;1946
25;41;11;41;505;1987
25;42;17;62;522;2049
25;43;9;34;531;2083
25;44;15;51;546;2134
25;45;16;52;562;2186
25;46;5;19;567;2205
25;47;11;42;578;2247
25;48;13;47;591;2294
25;49;10;41;601;2335
25;50;9;40;610;2375
25;51;7;23;617;2398
25;52;7;30;624;2428
25;53;16;61;640;2489
25;54;12;43;652;2532
25;55;14;49;666;2581
25;56;5;23;671;2604
25;57;14;41;685;2645
25;58;13;46;698;2691
25;59;18;60;716;2751
25;60;14;60;730;2811
25;61;12;41;742;2852
25;62;13;43;755;2895
25;63;12;56;767;2951
25;64;5;22;772;2973
25;65;11;43;783;3016
25;66;4;20;787;3036
25;67;12;42;799;3078
25;68;23;74;822;3152
25;69;8;29;830;3181
25;70;16;66;846;3247
25;71;9;33;855;3280
25;72;9;37;864;3317
25;73;10;40;874;3357
25;74;14;56;888;3413
25;75;9;40;897;3453
25;76;5;24;902;3477
25;77;12;43;914;3520
26;1;5;19;5;19
26;2;4;16;9;35
26;3;6;25;15;60
26;4;11;42;26;102
26;5;11;40;37;142
26;6;8;36;45;178
26;7;11;35;56;213
26;8;9;27;65;240
26;9;5;17;70;257
26;10;8;28;78;285
26;11;4;15;82;300
26;12;6;18;88;318
26;13;8;30;96;348
26;14;6;21;102;369
26;15;7;32;109;401
26;16;7;29;116;430
26;17;6;17;122;447
26;18;10;34;132;481
26;19;7;28;139;509
26;20;6;23;145;532
26;21;11;41;156;573
26;22;9;28;165;601
26;23;5;19;170;620
26;24;10;35;180;655
26;25;5;20;185;675
26;26;5;22;190;697
26;27;7;27;197;724
26;28;9;36;206;760
26;29;8;33;214;793
26;30;5;17;219;810
26;31;7;21;226;831
26;32;6;22;232;853
26;33;6;22;238;875
26;34;7;26;245;901
26;35;8;32;253;933
26;36;7;30;260;963
26;37;4;14;264;977
26;38;5;21;269;998
26;39;5;21;274;1019
26;40;7;29;281;1048
26;41;12;48;293;1096
26;42;6;23;299;1119
26;43;7;26;306;1145
26;44;9;46;315;1191
26;45;8;29;323;1220
26;46;3;14;326;1234
26;47;4;19;330;1253
26;48;3;12;333;1265
26;49;21;91;354;1356
26;50;7;26;361;1382
26;51;11;39;372;1421
26;52;9;33;381;1454
26;53;5;22;386;1476
26;54;4;19;390;1495
26;55;3;15;393;1510
26;56;3;14;396;1524
26;57;4;19;400;1543
26;58;3;13;403;1556
26;59;6;20;409;1576
26;60;2;13;411;1589
26;61;9;36;420;1625
26;62;6;16;426;1641
26;63;13;50;439;1691
26;64;3;15;442;1706
26;65;5;21;447;1727
26;66;3;14;450;1741
26;67;9;27;459;1768
26;68;5;17;464;1785
26;69;5;15;469;1800
26;70;6;22;475;1822
26;71;6;27;481;1849
26;72;5;19;486;1868
26;73;4;15;490;1883
26;74;7;28;497;1911
26;75;5;21;502;1932
26;76;3;19;505;1951
26;77;6;20;511;1971
26;78;4;12;515;1983
26;79;4;13;519;1996
26;80;4;14;523;2010
26;81;4;10;527;2020
26;82;8;22;535;2042
26;83;6;22;541;2064
26;84;6;19;547;2083
26;85;5;18;552;2101
26;86;6;20;558;2121
26;87;4;14;562;2135
26;88;6;17;568;2152
26;89;6;18;574;2170
26;90;3;16;577;2186
26;91;3;15;580;2201
26;92;6;20;586;2221
26;93;7;25;593;2246
26;94;4;18;597;2264
26;95;3;15;600;2279
26;96;4;17;604;2296
26;97;6;18;610;2314
26;98;4;16;614;2330
26;99;4;18;618;2348
26;100;4;13;622;2361
26;101;3;9;625;2370
26;102;7;24;632;2394
26;103;9;27;641;2421
26;104;5;17;646;2438
26;105;4;16;650;2454
26;106;7;24;657;2478
26;107;4;12;661;2490
26;108;3;14;664;2504
26;109;11;36;675;2540
26;110;3;14;678;2554
26;111;6;24;684;2578
26;112;6;22;690;2600
26;113;7;24;697;2624
26;114;4;17;701;2641
26;115;5;14;706;2655
26;116;8;33;714;2688
26;117;5;15;719;2703
26;118;9;32;728;2735
26;119;6;24;734;2759
26;120;4;16;738;2775
26;121;9;27;747;2802
26;122;5;17;752;2819
26;123;3;13;755;2832
26;124;7;24;762;2856
26;125;4;12;766;2868
26;126;3;14;769;2882
26;127;11;36;780;2918
26;128;5;20;785;2938
26;129;4;23;789;2961
26;130;4;19;793;2980
26;131;3;14;796;2994
26;132;5;21;801;3015
26;133;3;15;804;3030
26;134;2;9;806;3039
26;135;6;19;812;3058
26;136;10;32;822;3090
26;137;5;17;827;3107
26;138;3;12;830;3119
26;139;11;42;841;3161
26;140;5;17;846;3178
26;141;3;14;849;3192
26;142;7;25;856;3217
26;143;4;12;860;3229
26;144;3;14;863;3243
26;145;11;36;874;3279
26;146;5;20;879;3299
26;147;3;9;882;3308
26;148;4;17;886;3325
26;149;5;23;891;3348
26;150;3;14;894;3362
26;151;4;17;898;3379
26;152;6;21;904;3400
26;153;5;20;909;3420
26;154;11;36;920;3456
26;155;9;31;929;3487
26;156;7;28;936;3515
26;157;3;19;939;3534
26;158;11;38;950;3572
26;159;5;17;955;3589
26;160;4;16;959;3605
26;161;7;24;966;3629
26;162;4;12;970;3641
26;163;3;14;973;3655
26;164;11;36;984;3691
26;165;4;20;988;3711
26;166;12;40;1000;3751
26;167;8;32;1008;3783
26;168;5;18;1013;3801
26;169;5;17;1018;3818
26;170;3;16;1021;3834
26;171;4;15;1025;3849
26;172;3;13;1028;3862
26;173;6;28;1034;3890
26;174;9;27;1043;3917
26;175;5;17;1048;3934
26;176;4;18;1052;3952
26;177;6;19;1058;3971
26;178;4;12;1062;3983
26;179;3;14;1065;3997
26;180;11;36;1076;4033
26;181;7;25;1083;4058
26;182;3;18;1086;4076
26;183;9;37;1095;4113
26;184;5;23;1100;4136
26;185;5;20;1105;4156
26;186;9;33;1114;4189
26;187;9;33;1123;4222
26;188;5;18;1128;4240
26;189;10;37;1138;4277
26;190;9;27;1147;4304
26;191;5;17;1152;4321
26;192;4;17;1156;4338
26;193;4;13;1160;4351
26;194;5;20;1165;4371
26;195;3;11;1168;4382
26;196;4;14;1172;4396
26;197;10;31;1182;4427
26;198;5;21;1187;4448
26;199;6;23;1193;4471
26;200;6;21;1199;4492
26;201;7;24;1206;4516
26;202;5;19;1211;4535
26;203;4;17;1215;4552
26;204;2;16;1217;4568
26;205;4;17;1221;4585
26;206;5;19;1226;4604
26;207;6;22;1232;4626
26;208;7;26;1239;4652
26;209;4;15;1243;4667
26;210;4;15;1247;4682
26;211;5;18;1252;4700
26;212;4;18;1256;4718
26;213;9;33;1265;4751
26;214;3;16;1268;4767
26;215;6;24;1274;4791
26;216;7;24;1281;4815
26;217;4;16;1285;4831
26;218;4;11;1289;4842
26;219;3;13;1292;4855
26;220;4;13;1296;4868
26;221;6;22;1302;4890
